specification,threshold,target_agreement,auc,OR_const,OR_GDP_PER_CAP,OR_POP_2024,OR_POP_DENSITY,OR_FIBER_PER_100,OR_LTE_ACCESS_PER_100,OR_REGION_North,OR_REGION_Northeast,OR_REGION_South,OR_REGION_Southeast
sum_p75,1618.3386824338081,1.0,0.8098213596940743,0.268689904756216,2.623648285686034,1.6756124808706079,0.9490800523309709,1.2576105181518578,1.4515267520011808,0.8415743879387051,0.5778628702128636,0.6668353393370239,1.0269703266507835
max_p75,1283.2333869755369,0.9707045291157441,0.7769463256282532,0.26244606260356773,2.4858077893283896,1.5315688910011922,0.9133467097445257,1.2163777575102575,1.414720419903632,0.834822706161656,0.5663342719825526,0.6525853524478491,1.0069620065078226
mean_p75,903.2249056478306,0.9725017972681524,0.7893546762187272,0.261299975879503,2.6401211370013273,1.5285379002493082,0.9184433814414098,1.1838048499176312,1.4790919629916002,0.8537377105933911,0.5672648118679259,0.6448631142326889,1.0167052888857195
first_p75,1125.7360222969833,0.9457225017972681,0.7786505848771478,0.2647132053177506,2.2100168229276163,1.6303409910678626,0.9134605474769903,1.2185074059847554,1.4538855206881625,0.8519090049574108,0.5489599550466439,0.6704048531460475,0.9628970920282455
sum_p70,1272.0493963392987,0.9500359453630481,0.7972439297022341,0.3714009788356531,2.595536130061185,1.9786841893207252,0.9542679167686432,1.24459158160371,1.5675474093696597,0.8735968472616333,0.5757527409082879,0.6816785971855189,1.0135403298786847
sum_p80,2268.1502517739773,0.9500359453630481,0.8013373667642705,0.19226490829658235,2.388094166637713,1.5232260010780283,0.9320605152414622,1.2372469769369079,1.304173803284842,0.821186986491284,0.5584858969991613,0.6294068161074001,0.9863791695301573
