model,split_seed,auc,accuracy,f1,recall,specificity,precision,pr_auc,brier,n_train,n_test,prevalence,majority_accuracy,always_positive_f1,brier_reference,auc_ci_low,auc_ci_high
slp,42,0.8098213596940743,0.7232207045291158,0.5764576457645765,0.7528735632183908,0.713326941514861,0.46702317290552586,0.6226691015455225,0.17574756290557586,4173,1391,0.2501797268152408,0.7498202731847592,0.4002300172512938,0.18758983110589228,0.7822613022582213,0.8347685796352355
