,count,percap
GDP_PER_CAP,0.004484994694944377,0.016051178629285484
POP_2024,0.2122576419472813,0.07904296293847317
POP_DENSITY,0.013397784324301804,0.021003598152984814
FIBER_PER_100,0.01158621159762182,0.03131935949570752
LTE_ACCESS_PER_100,0.010032482351058242,0.014374290563251424
REGION_North,-0.00025206422970013855,-0.0008664771161878526
REGION_Northeast,0.002238348142044988,0.01229777608798665
REGION_South,-0.0009080832449158194,0.01086746895008866
REGION_Southeast,0.0009529835750738569,0.007307198510045065
