r2,mae,n,n_test,alpha,specification,r2_ci_low,r2_ci_high
0.02320421914412818,43.12274288278883,5564,1391,1000.0,raw,-0.07728906087311262,0.09339124220251237
0.061421039195975635,1.7495196863684377,5564,1391,672.3357536499335,log,-0.14047033888070265,0.17544943339270735
0.1140074190948559,0.6077229291399827,2192,548,452.035365636025,conditional_log,0.06828012516224162,0.15326858266240495
