replication,status,const,GDP_PER_CAP,POP_2024,POP_DENSITY,FIBER_PER_100,LTE_ACCESS_PER_100,REGION_North,REGION_Northeast,REGION_South,REGION_Southeast
99,valid,-1.2366716793195094,1.6489312747459632,0.21476221910088697,0.11362818550429535,0.18493095259155629,0.37437751236987804,-0.13760487834217072,-0.4546978358158477,-0.22630831136371385,-0.08230238888430103
101,valid,-1.3603472248169886,0.6583962777356692,0.49290979683322367,-0.015827093645126186,0.36451119532916004,0.2759624026389612,-0.24535948160046325,-0.5467810878464231,-0.28423707038464013,0.09868979456240731
102,valid,-1.3117851425762774,0.7870986556835063,0.5397549711914551,-0.04281821699772934,0.2916925137775492,0.4061393142517704,-0.29524284240687704,-0.6753437897837427,-0.7736975583912247,-0.06840133573674134
103,valid,-1.097824079092685,0.8563381228215383,0.9251445214332433,-0.11157395194791085,0.1364099029762701,0.29082323680337796,-0.2803067095942967,-0.7149160502158801,-0.4560690514639318,0.11425742342747541
104,valid,-1.3608723710700956,0.7627861447453799,0.4626603778927677,-0.03889012924924051,0.32133801736758666,0.32045367757304966,-0.22587349095029713,-0.6822115322184527,-0.4443917451693377,0.10023544066541484
105,valid,-1.1662374211882458,1.275959851788081,0.34578600134529763,-0.03990931715881209,0.08059906125932978,0.2692869312978545,-0.2911431975771961,-0.6159287488008697,-0.3782460171111182,0.18934028039917988
106,valid,-1.0344434667245408,1.2747123777297975,0.503350182711059,-0.07594979023150646,0.2553048757266611,0.16430927266480486,-0.35692262798983,-0.5946461651711333,-0.25969804431573473,0.2489168922868188
107,valid,-1.4759950614033321,0.5215224028997643,0.3707643131235845,-0.06094614879269069,0.16690910521613372,0.5970367713951992,-0.4000981301252264,-0.8709883897324266,-0.7527595969179915,-0.22946408931624512
109,valid,-1.888808955689312,0.667507821381578,0.8868065879822448,-0.22605041633166656,0.25164773656458506,0.3556950302245962,-0.13044389541984472,-0.8719513664892931,-0.29229328540761906,-0.4793198345492072
110,valid,-1.3497566517722428,1.2615625767962553,0.6244022717212605,-0.061789556354171056,0.16039526611022617,0.2853218075579788,-0.17419325266389252,-0.39998493602367563,-0.3722107225431238,0.23998662596048326
111,valid,-1.462878410488126,1.0303722635830266,0.7314201055481429,-0.005722506489229871,0.22254131114031828,0.46002300861760653,-0.2795524920651045,-0.4544192814251522,-0.5122271751545124,-0.08982292841514636
112,valid,-1.5097599050724546,0.859972189839137,0.4835351373228866,-0.07253446710425504,0.17466811374907715,0.44998898558768874,-0.2115260149163403,-0.6679012052160368,-0.66368275064251,-0.0041463399360495
113,valid,-1.1148865046752507,1.2731598270020654,0.36347375031809853,-0.05525957337382545,0.19458338157037927,0.3098123000641923,-0.11364368997781953,-0.4183225157381392,0.05807211073549569,0.03859840289555972
115,valid,-1.2732020359083336,1.0368415137136615,0.6537581669034551,-0.06357557525451618,0.21359014244425098,0.3215165792068581,-0.12675402593897866,-0.5180886060916532,-0.37145125862141926,0.07188477374352258
116,valid,-1.2716528378701633,0.591055182183449,0.7895571048204676,-0.11826591193938564,0.3274976655992416,0.3172520607190246,-0.24916887925384207,-0.9629432577624367,-0.5187793800531834,-0.13982805942673532
117,valid,-1.750815210280054,0.8409620512704958,0.3361927747584184,0.03439012504540131,0.30474975280318667,0.32978782982475463,-0.19531563096769675,-0.6550618441693985,-0.36100579340360445,-0.733205265219063
118,valid,-0.9866709502022948,1.2762456435718055,0.46148806294603656,-0.0906475934885139,0.21025770821986495,0.2119729503087256,-0.18072352415865586,-0.4201670148814398,-0.05449041778698497,0.40996140808445697
119,valid,-1.2681376240426754,0.8764358718817139,0.46288169255099576,-0.07456472648766471,0.21056600478459123,0.29714523229295775,-0.23408744063359677,-0.5796004084128386,-0.39305441844234396,0.0956954906857386
120,valid,-1.2540589957277537,0.818072110335289,0.7637941872896723,-0.08028129046344239,0.20479164781833292,0.3599705628070049,-0.17510670662021974,-0.6346320516973193,-0.4786417017834431,0.11182348415577191
121,valid,-1.5003109316782448,0.7250825283696749,0.6157099023611768,-0.07493236821181985,0.2606012313675055,0.43191438402858806,-0.2974091913298146,-0.6223739984906252,-0.49061107225571104,-0.12007877606190327
122,valid,-0.938220278015522,1.5336585102551834,0.6850656278555541,-0.09132278279016832,0.11515111298597566,0.21070044803743368,-0.10178338687885334,-0.40458864873760797,0.08161198159460924,0.27659859751119675
123,valid,-1.4282484536549103,1.2962412662133753,0.35372939660561065,-0.039219680835135454,0.24752721083845164,0.289900623742385,-0.06383602653782237,-0.5884038050487663,-0.1430019801524477,0.08201661359474498
124,valid,-1.015942983951076,1.241370942867176,0.565002521510111,-0.07866019922956172,0.1800811297448807,0.24752829113770072,-0.17085277809961052,-0.5691740666101173,-0.13104392149570296,0.23763095665771977
125,valid,-1.1952718638360174,0.9957854779247642,0.5572529815217464,-0.0646409616752946,0.18648959765404668,0.3796242696271625,-0.18143898043507867,-0.5690374195831218,-0.42445767483477875,0.14909935164649205
126,valid,-1.2624792430426408,0.9856505585656509,0.6626001297296342,-0.08534303695676937,0.07372185262030859,0.35918277040867647,-0.1536240926022492,-0.5696642359763999,-0.4514017373608693,0.23074674118278504
127,valid,-1.410227769955906,1.000473668455346,0.6199508235958732,-0.18440742146578756,0.19251170049591365,0.412190479473044,-0.18513695056014473,-0.5101165290157909,-0.38134584294624246,-0.16126057526318796
128,valid,-1.1287517434241294,1.37954828325262,0.5688198009346265,-0.029937207685660282,0.24714345654907244,0.25445873487217513,-0.19753113929588217,-0.4343521510484161,-0.1728157563909781,-0.1527686169903968
129,valid,-1.127354104388895,1.1281188175290977,0.6509062819115872,-0.09592692496037726,0.20435081264039498,0.1699234083077584,-0.11333362658461679,-0.5629320320297744,-0.11951190427555548,0.24533035347836063
130,valid,-1.5531994214341105,1.0352826981928427,0.36723076570769997,-0.05412026330894019,0.1673650186675777,0.3436960463330808,-0.17304338903354166,-0.5902870194511607,-0.8473318009474029,0.11660448538031028
131,valid,-1.231559495287735,1.0105372543930262,0.48689477819433596,-0.03513810866193911,0.1006703098421259,0.44754542735890723,-0.26528610191895713,-0.6410674186188364,-0.6781013651571384,0.13422977315308823
133,valid,-1.3044915112922522,0.8281331738660438,0.35797806813576766,-0.07066820484045237,0.1242909587040599,0.2867011349028016,-0.22498205139807842,-0.6098458291044602,-0.5156377218025493,0.27653215065557285
134,valid,-1.1683801835598968,1.187009025131167,0.39756108391107403,-0.05983993906986385,0.1730991138834054,0.199994376028839,-0.35966630991941406,-0.4482744471205719,-0.2138381995325813,0.22118046825075982
135,valid,-1.2045687953763606,1.0975815758846772,0.4822422802299944,-0.04478983932158263,0.1993100462960569,0.29474530786293135,-0.18648292605385047,-0.44643465025117735,-0.4449580885644801,0.1808615144506389
136,valid,-1.44495013819015,0.8589589763246815,0.6018910934464949,-0.020014756293111474,0.18603571851231693,0.43596577071242304,-0.21454575134017956,-0.7070399181609152,-0.5294030829417186,0.035191462300855035
137,valid,-1.460095520987546,0.8034952246930228,0.6272283256489927,-0.09343030146013832,0.1635066511409502,0.40595645454025403,-0.26195909889317764,-0.6796021358580694,-0.5720281767236868,-0.011056615229544011
138,valid,-1.196469468336042,0.4705931576125854,0.4265482345999649,-0.08067855544853846,0.20166618310361764,0.4543094523521824,-0.265358505489911,-0.8425389134647016,-0.6165261436858985,-0.08281937874388902
139,valid,-1.2516530631412224,1.0438030013013717,0.5371314224248486,-0.03941943177817078,0.20312217118927745,0.4258198977631466,-0.4374631408758729,-0.5573073776675659,-0.5117942270266391,-0.02427628511934555
140,valid,-1.1371599464840056,1.8250921595541687,0.3818936494336435,0.012827048826191505,0.09773553990768868,0.24440428768677355,-0.18479746564944335,-0.2881853924510403,-0.37452262616997484,0.1016933020478492
141,valid,-1.2189584289062247,0.459873496605211,0.5532825944170028,-0.09568130910209104,0.2909797996710599,0.3147170923495233,-0.14993326440979787,-0.7643581714848781,-0.33189702488361894,0.11961211772918853
142,valid,-1.5346299591199786,0.6401307763817183,0.5366201680588697,-0.04038535564469593,0.3679630426784872,0.41352721107939133,-0.2525202043309471,-0.6902745390298783,-0.4836078941153806,-0.2834685181422871
143,valid,-1.2791409716162043,1.7969644394330822,0.6866777314208115,-0.05469491420692905,0.12606136787244276,0.25894841572568583,-0.11160222617438365,-0.4005001086599675,-0.3013807929220208,0.18050108200978696
144,valid,-1.419957691099681,1.0251350737987466,0.5318778030029894,-0.1271116261723886,0.18045033636095403,0.5090309351378454,-0.20382523399525798,-0.6709375489127078,-0.5058143268369769,-0.2639286349746228
145,valid,-1.4834341947708307,0.901276345161763,0.7407690894681283,-0.07956547904499718,0.1960952330866233,0.42451907883209594,-0.11297798934921444,-0.563610895775504,-0.5999598203552288,0.11035150746198484
147,valid,-1.2767038687502181,0.9451575084043976,0.34525225258289505,-0.013408025558353168,0.25259237415830776,0.4110793753041004,-0.265269881560385,-0.6354023254681549,-0.5290947996190003,-0.11255605504131044
148,valid,-1.5202620416815587,0.8200083773513492,0.37744786382357876,0.04448773774227909,0.2557268746868696,0.385303414676718,-0.22816092150036082,-0.6550777896376178,-0.4477360684047083,-0.16287345822551108
149,valid,-1.1573938368583574,0.8236139197675292,0.5027708315595194,-0.09882131970290925,0.1368795765274069,0.4069817451179937,-0.20821268045994348,-0.5919083348577163,-0.4191456946515246,0.18970135182038264
151,valid,-1.8531497127114598,0.72800831582169,0.4648000018557589,-0.1019365895566257,0.33580000000162036,0.3723834312468757,-0.11452113737127023,-0.6628978266652622,-0.31749055223951306,-0.4823146797766022
153,valid,-1.435378020875058,1.1933018517333223,0.3819606763778128,-0.056662293492652824,0.23223063837347244,0.3060641104588812,-0.19865225661294042,-0.5921823814286546,-0.22004033237783258,-0.14547132059209142
154,valid,-1.4035688794871533,1.1480517470652174,0.4768704198885156,-0.16712305179392017,0.32536740420565974,0.16035766059221815,-0.10666490055675118,-0.5866807178526989,-0.14396979121860995,-0.14292820019226937
155,valid,-1.4997541076810808,0.9189269048932313,0.6256283275081881,-0.06763815865848748,0.18988120089681165,0.3868575420370388,-0.08183255198405831,-0.46424433823044997,-0.763220651240334,0.1209588089146756
156,valid,-1.3184428083262856,1.4689600381449663,0.4829385647002161,-0.04787835611055749,0.15727170348862995,0.36205933880586183,-0.18845755859917165,-0.5130517144000375,-0.38065395091276577,-0.0555330492343667
157,valid,-1.62118241024698,0.7258063413913517,0.3165900016318843,0.042096066120528935,0.3441247480528466,0.3106164143896171,-0.3462469527524544,-0.7488909435064423,-0.4371129981670866,-0.8076070831247357
160,valid,-1.4217578509393574,0.7835588117520679,0.7931537843029115,-0.07656773147219213,0.1914861245634351,0.461468575550227,-0.15873750467394268,-0.5845530185666515,-0.41452529258385284,-0.11843698911179819
162,valid,-1.62696720688378,0.8557247143578631,0.7858694751933347,0.026547066131022846,0.2822560255733744,0.4674745692528554,-0.35050729510460843,-0.580633860237908,-0.6358808547882028,-0.16165785892753434
164,valid,-1.6644067902490571,0.821346169435892,0.7384286258013729,-0.1511672920546952,0.18668196204123705,0.5089258621109234,-0.20227949165214887,-0.7425064731532262,-0.6082887165230145,-0.14887520633201282
166,valid,-1.6011819553963558,0.8670137149789138,0.387090308087825,0.023000727012966717,0.2804800710640062,0.48774416292168443,-0.2830144237749361,-0.7007246090059781,-0.4576405427460923,-0.6888127825624479
167,valid,-1.3635291573108512,1.3636620513558113,0.5823298118318189,-0.022272041591284996,0.344651878548256,0.12408794362196443,-0.2551082182914955,-0.731536959984624,-0.2984460558942103,-0.14655196924097905
168,valid,-1.285688718839379,1.1417220308668439,0.6164283741897248,-0.04045245362948216,0.2601109324811624,0.28042588205833846,-0.2160124572362337,-0.5239896065930335,-0.3211618489756489,0.07965125517521694
